;Winner;Turns;Win_rate
10379;Bernhard;16;0.5029865125240848
10380;Magdalena;22;0.5029380599171563
10381;Bernhard;64;0.5029859371989983
10382;Magdalena;94;0.5029374939805451
10383;Magdalena;59;0.5028890600924499
10384;Bernhard;41;0.5029369282619163
10385;Bernhard;106;0.5029847872135567
10386;Magdalena;20;0.5029363627611437
10387;Bernhard;18;0.5029842125529457
10388;Magdalena;14;0.5029357974781018
10389;Magdalena;65;0.5028873917228104
10390;Bernhard;41;0.5029352324126648
10391;Bernhard;32;0.5029830638953041
10392;Bernhard;15;0.503030886173386
10393;Bernhard;152;0.503078699249567
10394;Magdalena;66;0.503030303030303
10395;Bernhard;44;0.503078106964217
10396;Bernhard;39;0.5031259017024141
10397;Magdalena;53;0.5030775149067128
10398;Magdalena;26;0.5030291374170593
10399;Bernhard;50;0.5030769230769231
10400;Bernhard;55;0.5031246995481203
10401;Bernhard;22;0.5031724668333013
10402;Bernhard;15;0.5032202249351149
10403;Magdalena;45;0.5031718569780853
10404;Magdalena;48;0.5031234983181163
10405;Bernhard;44;0.5031712473572939
10406;Magdalena;34;0.5031228980493898
10407;Bernhard;36;0.5031706379707916
10408;Bernhard;129;0.5032183687193774
10409;Bernhard;22;0.5032660902977906
10410;Magdalena;160;0.5032177504562482
10411;Magdalena;17;0.5031694199001152
10412;Bernhard;51;0.5032171324306156
10413;Bernhard;14;0.5032648357979643
10414;Bernhard;27;0.5033125300048008
10415;Magdalena;31;0.5032642089093702
10416;Bernhard;43;0.5033118940193914
10417;Magdalena;73;0.5032635822614705
10418;Magdalena;134;0.5032152797773298
10419;Magdalena;15;0.5031669865642995
10420;Bernhard;65;0.5032146627003167
10421;Magdalena;23;0.5031663788140472
10422;Magdalena;38;0.5031181041926509
10423;Magdalena;25;0.5030698388334612
10424;Bernhard;115;0.5031175059952039
10425;Bernhard;54;0.5031651640130443
10426;Magdalena;78;0.503116908027237
10427;Magdalena;25;0.5030686612965094
10428;Bernhard;13;0.5031163102886183
10429;Bernhard;40;0.5031639501438159
10430;Magdalena;20;0.5031157127792159
10431;Magdalena;39;0.5030674846625767
